question,answer_llm,answer_orig,document
What exactly do attempt 1 and attempt 2 mean for the capstone submission?,"Attempt 1 and attempt 2 are **submission windows for the same capstone project**:

- **Attempt 1** = your first chance to submit the project.
- **Attempt 2** = a resubmission window if your first submission needs improvement or if you miss attempt 1.

You **only need to submit one project**. If the first attempt fails, you can revise it and submit again in attempt 2.

If you want to submit **two different projects** for practice, they must use **different datasets and problem statements**.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If my first submission gets rejected, can I fix it and send it again later?","Yes — if your first submission fails, you can fix it and resubmit later during the attempt #2 submission window.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
Can I skip the attempt 1 deadline and just submit in attempt 2 instead?,"Yes — if you can’t make it to the attempt #1 submission window, you still have time to catch up and submit in attempt #2.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If I decide to submit two projects, do they need to be based on different data and a different problem?","Yes. If you submit two projects, they must use different datasets and different problem statements.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Can I use the competition as my capstone project, or are they separate?","No, they are separate. The competition does **not** count as the capstone project.

You can join the competition as a group if you want, but the **capstone must be an individual project**.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
Is the math Kaggle LLM competition something I can do with a team?,Yes — you can participate in the math Kaggle LLM competition as a group and form teams.,"No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Does the capstone have to be done solo, even if I join the competition with others?","Yes — the capstone is individual only. Even if you join the competition with others, the competition can be done as a group, but the capstone itself must be your own individual attempt.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"If I participate in the LLM competition, does that count toward the capstone requirement?","No, it does not. The LLM competition can be joined separately, but the capstone project is an individual project and does not count as the competition.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Are group submissions allowed for the capstone, or only for the competition?","Only for the competition. The capstone is an individual project, and submitted capstone work must stand on its own. You can collaborate or discuss ideas, but each capstone submission must be independently evaluable.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
How will the capstone project be graded in this course?,The capstone project will be graded by peer review: each submitted project is evaluated by three randomly assigned students who also submitted the project. Your final grade is the median of those peer-review scores.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Who checks my submitted project after I turn it in?,Your submitted project will be checked by **three randomly assigned students** who have also submitted the project.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Do I also need to review other students' capstone projects?,"Yes. You will be responsible for grading three fellow students’ capstone projects yourself. After the submission deadline passes, you’ll be assigned 3 projects to review.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
What happens if I don't do the required peer reviews?,"You need to peer-review 3 capstone projects to get the certificate. If you don’t do the required peer reviews, your submission does not count toward certification, and you won’t receive a certificate.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Is the final project score based on the average or something else?,The final grade is **not** based on the average. It is the **median** score of the peer reviewers’ grades.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
"When do we get assigned projects for review, and what’s the process after the deadline?","After the submission deadline has passed, an Excel sheet is shared assigning 3 projects to each participant for review. You can’t choose the projects, and you’ll only be able to review once the peer-review list is released after the deadline.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
How many capstone projects will each person need to grade or review?,Each person will need to grade or review **3 capstone projects**.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
Will the review assignments be given before or after submissions close?,After submissions close. The review assignments are given only after the submission deadline has passed.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
What format will the project assignment list come in?,The project assignment list will come in an **Excel sheet**.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"Do we get a spreadsheet with the grading assignments, and how many projects will it include per participant?","Yes. After the submission deadline, an Excel sheet will be shared, and each participant will be assigned **3 projects** to review/grading.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"I already submitted my capstone project, but why don’t I see anything to review yet?","Once the project submission deadline has passed, projects are assigned for evaluation. You can’t choose which projects to review, and you can’t review anything before the list has been released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
When will the projects be assigned to us for evaluation after the deadline?,"After the submission deadline has passed, an Excel sheet will be shared and 3 projects will be assigned to each participant.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"Can I pick which capstone projects I want to review, or are they assigned automatically?","They are assigned automatically. After the submission deadline passes, an Excel sheet will be shared with 3 projects assigned to each participant, and you can’t choose which ones to review.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Is it normal that I can’t review other projects before the project list is released?,"Yes, that’s normal. You can’t review projects before the list is released; after the submission deadline passes, projects are assigned to you for evaluation.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
I finished my submission—why is the review section still empty on my side?,"Once the project submission deadline has passed, the projects are assigned to you for evaluation. You can’t choose which projects to review, and you can’t review them before the list has been released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I look for project ideas and datasets for the capstone?,"Please check the GitHub page for project ideas and datasets:  
https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Is there a page with suggested datasets I can use for the project?,"Yes — the capstone project page includes suggested ideas and datasets you can use. Check the GitHub page here:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
How do I find good ideas for the capstone project in this course?,Please check the GitHub page with project ideas and datasets: https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md,"Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Do you have any tips or guidelines plus dataset ideas in one place?,"Yes — for project ideas, datasets, tips, and guidelines, check the course GitHub project page:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several ideas and datasets that can be used for the capstone project, along with tips and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Can I get a link to a page with project suggestions and data sources?,"Yes — you can check this GitHub page for project ideas and datasets:  
https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do I really need Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?","No — a simple Python script is enough for the capstone project.

For the ingestion pipeline criterion, a plain Python script that ingests and indexes your data can get full points. You only need an orchestrator like Airflow, Mage, or Kestra if it actually makes sense for your project, for example if you have recurring daily ingestion.

A Jupyter notebook with the same steps is acceptable too, but it’s worth fewer points than a script.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If I build the ingestion and indexing in a notebook, will that still count for the full pipeline points?","No. For the capstone, a Jupyter notebook with the ingestion and indexing steps is worth **1 point instead of 2** for the ingestion-pipeline criterion. A **plain Python script** gets full points.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Should I add an orchestration tool just to get the ingestion pipeline criterion, or is that unnecessary?","No — that’s unnecessary. For the capstone, a plain Python script that ingests and indexes your data is enough to get full points for the ingestion-pipeline criterion. Add an orchestration tool only if it genuinely fits your project, for example if you need recurring daily ingestion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
When does it make sense to use an orchestrator in the capstone instead of plain Python?,"Use an orchestrator only when it genuinely fits your capstone, for example if you need **recurring ingestion** of data that updates on a schedule (like a daily feed).

If your project is just a one-time ingestion and indexing pipeline, a **plain Python script is enough** for full points. Don’t add Airflow, Mage, Kestra, etc. just to satisfy the criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If my data source updates every day, is that a good reason to use Airflow or another orchestrator in the project?","Yes — if your data source updates every day, that is a good reason to use Airflow or another orchestrator.

The course guidance says to use an orchestrator only when it actually fits the project, for example **recurring ingestion of a feed that updates daily**.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I evaluate a recommender-style RAG project when there isn’t any clear ground-truth Q&A data?,"You can evaluate it without real Q&A ground truth using two complementary methods:

1. **Synthetic ground truth**
   - For each item in your dataset, ask an LLM to generate about 5 user queries that **should retrieve that item as the top result**.
   - Run those queries through your retriever.
   - Measure **hit rate**, **MRR**, or **NDCG**.

2. **LLM-as-a-judge**
   - Sample real queries.
   - Run the full RAG pipeline end to end.
   - Have an LLM score the result using a fixed rubric, such as **1–5 relevance/usefulness**.

For recommender-style systems, **NDCG is often a better fit than hit-rate**, because it rewards ranking good items higher even when multiple answers could be acceptable.

","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What’s a good way to create synthetic test queries for items in my dataset so I can check retrieval quality?,"A good way is to use **synthetic ground truth**:

1. For each item in your dataset, give the LLM the item’s description.
2. Ask it to generate about **5 user queries** that should retrieve that item as the **top result**.
3. Run those queries through your retriever.
4. Evaluate retrieval quality with metrics like **hit rate**, **MRR**, or **NDCG**.

For ranking-style retrieval, **NDCG** is often especially useful because it rewards putting good items near the top, not just finding the exact first match.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For ranking-style RAG systems, should I use hit rate, MRR, or NDCG — and why would NDCG be better?","For ranking-style RAG systems, **NDCG is usually the best choice** if you care about *where* relevant items appear in the ranking.

### Quick rule of thumb
- **Hit rate**: use it if you only care whether at least one good result appears in the top-k.
- **MRR**: use it if there is basically one correct answer and you care about how early it shows up.
- **NDCG**: use it if **multiple results can be relevant** and you want to reward **better items being ranked higher**.

### Why NDCG is better
NDCG is better for ranking-style problems because it:
- **rewards ordering**, not just presence
- **gives partial credit** for relevant items lower in the list
- works well when **multiple answers are acceptable**, which is common in recommender-style RAG

The key advantage is that it doesn’t just ask “Did I retrieve something relevant?” like hit rate. It asks “How good is the ranking quality overall?”

### In short
If your RAG output is a ranked list and several items could be acceptable, **NDCG is often a better fit than hit rate** because it measures ranking quality more faithfully.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"Can I use an LLM to judge the quality of RAG answers end to end, and how would I set that up?","Yes — you can use an LLM to judge RAG answers end to end.

A good setup is:

1. Sample a set of representative user queries.
2. Run your full RAG pipeline on them.
3. Ask an LLM to grade each final answer against a fixed rubric, such as:
   - relevance
   - usefulness
   - correctness
   - completeness  
   on a 1–5 scale.
4. Use the scores to compare versions of your system or track quality over time.

For recommender-style RAG, you can also combine this with synthetic ground truth:
- have the LLM generate about 5 queries per item from the item description,
- run retrieval on those queries,
- measure hit rate, MRR, or NDCG.

NDCG is often a better fit than hit rate when multiple items could be acceptable, because it rewards good results ranked higher.

If you want, I can also help you draft a judge prompt/rubric for the LLM-as-judge setup.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"If multiple results are acceptable in my recommender RAG, how do I score relevance without treating only the first result as correct?","If multiple results are acceptable, use a ranking metric that rewards good results anywhere near the top, not just the first one.

From the context, **NDCG** is often the best fit for recommender-style RAG because it:

- handles **multiple acceptable answers**
- gives **more credit to higher-ranked relevant items**
- does **not** treat only the first result as correct

You can also use:

- **Hit rate**: checks whether an acceptable item appears in the top-k
- **MRR**: rewards the first relevant item, but still only focuses on the first relevant hit

So if you want relevance scoring with multiple acceptable results, **NDCG is the recommended choice**.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How should I chunk really long PDFs or docs for my RAG project without overthinking it?,"Don’t overthink it.

A good default is:

- **Start with fixed-size chunks** of about **1000 tokens** with **some overlap**
- **Run a small eval** on a ground-truth set
- If needed, **iterate** from there

If your docs are long and structured, try:

- **Split by logical sections** with an LLM, then index each section
- Add a **short summary per chunk** and index that too
- For **legal/financial/other exact-language docs**, use **hybrid search**: **BM25 + dense retrieval**

Also, before chunking, it helps to convert PDFs into **clean markdown** with tools like:

- **pymupdf4llm**
- **Docling**
- **GROBID** for academic papers

The main goal is **better retrieval metrics** like hit rate or MRR, not a “perfect” chunker.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Is it okay to start with simple fixed-size chunks, or do I need some smarter split right away?","Yes — start simple with fixed-size chunks first. The guidance is to iterate rather than try to find the perfect chunker upfront.

A good approach is:
- start with fixed-size chunking, around 1000 tokens with some overlap
- run a small ground-truth evaluation
- then try smarter chunking if needed, such as splitting by logical sections
- re-evaluate after each change

So you do **not** need a smarter split right away.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Would it help to have an LLM split a document into sections before I index it?,"Yes — it can help.

According to the capstone guidance, a good next step is to **ask an LLM to split each document into logical sections, then index each section**. This is presented as a “smart chunking” strategy, especially useful for large, long, structured documents.

That said, the advice is to **iterate**:
- start with simple fixed-size chunking,
- run an eval,
- then try LLM-based section splitting,
- and compare whether retrieval improves.

So the answer is: **yes, it may help, but you should measure it with your eval rather than assume it’s better.**","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Can adding a short summary to each chunk improve retrieval, and how would I use it?","Yes — adding a short summary to each chunk can improve retrieval, especially when the chunk’s raw text is long or only loosely matches the query.

How to use it:
- Generate a brief LLM summary for each chunk.
- Store that summary together with the chunk.
- Index the summary alongside the chunk, or use it as an extra signal to boost retrieval.
- Then run your eval again and compare hit rate / MRR to see if it helps.

For long or structured documents, this is often combined with hybrid search (BM25 + dense) so exact wording and semantic meaning both count.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For legal or financial documents, should I use plain semantic search or a hybrid setup with BM25?","For long, structured documents like legal or financial ones, the context recommends a **hybrid search setup with BM25 + dense/semantic search** rather than plain semantic search alone.

Reason: exact wording matters in those documents, and BM25 helps preserve exact term matches that semantic search might miss.

So the short answer is: **use hybrid search**.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What exactly do you mean by reproducibility in the capstone project?,"Reproducibility in the capstone means a reviewer can:

- clone your repository,
- follow your README,
- and recreate the system from scratch on their own machine.

That means:

- **Do not include API keys or hosted-service credentials** in the repo.
- Provide a script or notebook that **downloads/ingests the dataset and rebuilds the search index locally**.
- Include a **`.env.example`** with variable names only, and have the reviewer create their own `.env`.
- Use a **cheap model** so reviewers don’t spend much credit running it.
- **Pin dependency versions** and document the **Python version** you used, plus Docker version if relevant.

So in short: reproducible does **not** mean giving reviewers your secrets; it means they can rebuild and run your project themselves using their own credentials.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Do I need to put my API keys or other hosted-service credentials in the repo for reviewers?,"No. Never put API keys or hosted-service credentials in the repo.

For reproducibility, reviewers should clone your repo and recreate everything using their own credentials. You should instead:

- include a script/notebook that rebuilds the index or system from scratch,
- add a `.env.example` with variable names only,
- keep `.env` in `.gitignore`,
- and document how reviewers can create their own keys.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I let someone rebuild the search index from my project from scratch?,"You should provide a script or notebook that ingests the data and **rebuilds the search index locally from scratch**.

For reproducibility, the reviewer should be able to:

- clone your repo,
- follow your README,
- run the rebuild script,
- and create the index using **their own credentials** if any external services are needed.

Also:

- include a `.env.example` with variable names only,
- keep real `.env` files out of the repo,
- pin dependency versions,
- and document the required Python version.

If you want, I can help you phrase this as a README section.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
